2026-04-22T15:45:01.563843+0000 | INFO | src.logger:21 | Fichier de logs crée avec succée début du traitement du pipeline
2026-04-22T15:45:01.564332+0000 | INFO | src.extract:20 | Début de l'extraction des données depuis la data base
2026-04-22T15:45:01.770869+0000 | INFO | src.extract:24 | testing connection !
2026-04-22T15:45:01.789929+0000 | SUCCESS | src.extract:26 | ✅ Connexion à la base de donnée éffectué avec succée
2026-04-22T15:45:01.790518+0000 | INFO | src.extract:28 | ✅ Extraction des données depuis la base reussi
2026-04-22T15:45:01.801186+0000 | INFO | src.clean_data:12 | Début du néttoyage des données brutes reçus
2026-04-22T15:45:01.803404+0000 | INFO | src.clean_data:14 | Copie des données brutes reçu effectué
2026-04-22T15:45:01.852919+0000 | INFO | src.clean_data:32 | Création du fichier csv des données propres avec succée : clean_data_ventes_janvier_22-04-2026_15-45.csv
2026-04-22T15:45:01.853298+0000 | INFO | src.features:11 | Début des features pour l'enrichissement du dataframe
2026-04-22T15:45:01.872102+0000 | INFO | src.features:30 | Fini avec les features
2026-04-22T15:45:01.872444+0000 | INFO | src.analysis.analysis_produit:12 | Début des aggrégations par produits
2026-04-22T15:45:01.882337+0000 | INFO | src.analysis.analysis_produit:29 | Aggrégations par produits éffectué avec succées
2026-04-22T15:45:01.882714+0000 | INFO | src.analysis.analysis_region:13 | Début des aggrégations par régions
2026-04-22T15:45:01.892102+0000 | INFO | src.analysis.analysis_region:30 | Aggrégations par régions éffectué avec succées
2026-04-22T15:45:01.892463+0000 | INFO | src.analysis.analysis_jours:11 | Début des aggrégations par jous
2026-04-22T15:45:01.899892+0000 | INFO | src.analysis.analysis_jours:29 | Aggrégations par jours éffectué avec succées
2026-04-22T15:45:01.900839+0000 | INFO | src.rapport_excel:16 | Lancement de la fonction de génération du rapport
2026-04-22T15:45:02.129512+0000 | INFO | src.rapport_excel:18 | Création du contexte manager et création du fichier Excel
2026-04-22T15:45:02.129946+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Brutes
2026-04-22T15:45:02.184409+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Brutes
2026-04-22T15:45:02.184876+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Brutes
2026-04-22T15:45:02.185138+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Brutes
2026-04-22T15:45:02.185386+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Néttoyées
2026-04-22T15:45:02.268236+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Néttoyées
2026-04-22T15:45:02.268655+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Néttoyées
2026-04-22T15:45:02.268858+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Néttoyées
2026-04-22T15:45:02.271876+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T15:45:02.272213+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T15:45:02.273877+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T15:45:02.274258+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T15:45:02.275819+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T15:45:02.276170+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T15:45:02.277958+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
