2026-04-22T22:21:42.458629+0000 | INFO | src.logger:21 | Fichier de logs crée avec succée début du traitement du pipeline
2026-04-22T22:21:42.459189+0000 | INFO | src.extract:20 | Début de l'extraction des données depuis la data base
2026-04-22T22:21:42.698301+0000 | INFO | src.extract:24 | testing connection !
2026-04-22T22:21:42.727154+0000 | SUCCESS | src.extract:26 | ✅ Connexion à la base de donnée éffectué avec succée
2026-04-22T22:21:42.727842+0000 | INFO | src.extract:28 | ✅ Extraction des données depuis la base reussi
2026-04-22T22:21:42.741629+0000 | INFO | src.clean_data:12 | Début du néttoyage des données brutes reçus
2026-04-22T22:21:42.743666+0000 | INFO | src.clean_data:14 | Copie des données brutes reçu effectué
2026-04-22T22:21:42.790445+0000 | INFO | src.clean_data:32 | Création du fichier csv des données propres avec succée : clean_data_ventes_janvier_22-04-2026_22-21.csv
2026-04-22T22:21:42.790808+0000 | INFO | src.features:11 | Début des features pour l'enrichissement du dataframe
2026-04-22T22:21:42.801273+0000 | INFO | src.features:30 | Fini avec les features
2026-04-22T22:21:42.801611+0000 | INFO | src.analysis.analysis_produit:12 | Début des aggrégations par produits
2026-04-22T22:21:42.809218+0000 | INFO | src.analysis.analysis_produit:29 | Aggrégations par produits éffectué avec succées
2026-04-22T22:21:42.809466+0000 | INFO | src.analysis.analysis_region:13 | Début des aggrégations par régions
2026-04-22T22:21:42.816277+0000 | INFO | src.analysis.analysis_region:30 | Aggrégations par régions éffectué avec succées
2026-04-22T22:21:42.816858+0000 | INFO | src.analysis.analysis_jours:11 | Début des aggrégations par jous
2026-04-22T22:21:42.826257+0000 | INFO | src.analysis.analysis_jours:29 | Aggrégations par jours éffectué avec succées
2026-04-22T22:21:42.827262+0000 | INFO | src.rapport_excel:16 | Lancement de la fonction de génération du rapport
2026-04-22T22:21:42.946365+0000 | INFO | src.rapport_excel:18 | Création du contexte manager et création du fichier Excel
2026-04-22T22:21:42.947023+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Brutes
2026-04-22T22:21:43.021538+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Brutes
2026-04-22T22:21:43.021937+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Brutes
2026-04-22T22:21:43.022147+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Brutes
2026-04-22T22:21:43.022333+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Néttoyées
2026-04-22T22:21:43.117016+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Néttoyées
2026-04-22T22:21:43.117442+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Néttoyées
2026-04-22T22:21:43.117647+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Néttoyées
2026-04-22T22:21:43.119778+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.120465+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.122570+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.122865+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.124575+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.124928+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.126824+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.127142+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.128875+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.129227+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.130829+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.131114+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.140561+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.140878+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.144946+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.145384+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.148605+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.153935+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.158008+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.158326+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.160208+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.160502+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.162763+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.163059+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:21:43.163697+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Par Produit
2026-04-22T22:21:43.172120+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Par Produit
2026-04-22T22:21:43.172514+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Par Produit
2026-04-22T22:21:43.172773+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Par Produit
2026-04-22T22:21:43.175588+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.175951+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.177651+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.177952+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.179446+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.179766+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.181329+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.181635+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.187742+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.188046+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.189472+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.189764+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-22T22:21:43.195248+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Par Région
2026-04-22T22:21:43.198349+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Par Région
2026-04-22T22:21:43.199476+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Par Région
2026-04-22T22:21:43.199811+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Par Région
2026-04-22T22:21:43.202036+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.202419+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.204499+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.204847+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.206539+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.206895+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.208217+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.208508+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.209935+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.210249+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.211859+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:21:43.212160+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Région
2026-04-22T22:21:43.213179+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Par Jour
2026-04-22T22:21:43.218723+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Par Jour
2026-04-22T22:21:43.219125+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Par Jour
