2026-04-21T16:47:04.564795+0000 | INFO | src.logger:21 | Fichier de logs crée avec succée début du traitement du pipeline
2026-04-21T16:47:04.565226+0000 | INFO | src.extract:20 | Début de l'extraction des données depuis la data base
2026-04-21T16:47:04.655458+0000 | INFO | src.extract:24 | testing connection !
2026-04-21T16:47:04.670330+0000 | SUCCESS | src.extract:26 | ✅ Connexion à la base de donnée éffectué avec succée
2026-04-21T16:47:04.670737+0000 | INFO | src.extract:28 | ✅ Extraction des données depuis la base reussi
2026-04-21T16:47:04.682684+0000 | INFO | src.clean_data:12 | Début du néttoyage des données brutes reçus
2026-04-21T16:47:04.685015+0000 | INFO | src.clean_data:14 | Copie des données brutes reçu effectué
2026-04-21T16:47:04.714071+0000 | INFO | src.features:11 | Début des features pour l'enrichissement du dataframe
2026-04-21T16:47:04.722129+0000 | INFO | src.features:30 | Fini avec les features
2026-04-21T16:47:04.722431+0000 | INFO | src.analysis.analysis_produit:12 | Début des aggrégations par produits
2026-04-21T16:47:04.728919+0000 | INFO | src.analysis.analysis_produit:29 | Aggrégations par produits éffectué avec succées
2026-04-21T16:47:04.729140+0000 | INFO | src.analysis.analysis_region:13 | Début des aggrégations par régions
2026-04-21T16:47:04.733109+0000 | INFO | src.analysis.analysis_region:30 | Aggrégations par régions éffectué avec succées
2026-04-21T16:47:04.733293+0000 | INFO | src.analysis.analysis_jours:11 | Début des aggrégations par jous
2026-04-21T16:47:04.736941+0000 | INFO | src.analysis.analysis_jours:29 | Aggrégations par jours éffectué avec succées
2026-04-21T16:47:04.737516+0000 | INFO | src.rapport_excel:16 | Lancement de la fonction de génération du rapport
2026-04-21T16:47:04.819917+0000 | INFO | src.rapport_excel:18 | Création du contexte manager et création du fichier Excel
2026-04-21T16:47:04.820288+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Brutes
2026-04-21T16:47:04.850852+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Brutes
2026-04-21T16:47:04.851125+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Brutes
2026-04-21T16:47:04.851258+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Brutes
2026-04-21T16:47:04.851400+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Néttoyées
2026-04-21T16:47:04.910244+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Néttoyées
2026-04-21T16:47:04.910540+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Néttoyées
2026-04-21T16:47:04.910689+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Néttoyées
2026-04-21T16:47:04.911892+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.912056+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.912988+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.913144+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.913914+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.914066+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.914938+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.915091+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.916018+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.916175+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.917253+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.917444+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.918736+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.918917+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.919726+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.919880+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.920765+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.920919+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.921797+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.921950+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.922828+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.922999+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.924009+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.924166+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-21T16:47:04.924426+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Par Produit
2026-04-21T16:47:04.925729+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Par Produit
2026-04-21T16:47:04.925933+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Par Produit
2026-04-21T16:47:04.926080+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Par Produit
2026-04-21T16:47:04.926826+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.926981+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-21T16:47:04.927811+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.927970+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-21T16:47:04.928772+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.928927+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-21T16:47:04.929736+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.929891+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-21T16:47:04.930697+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-21T16:47:04.930871+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Par Produit
2026-04-21T16:47:04.931708+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
