2026-04-22T22:03:32.709949+0000 | INFO | src.logger:21 | Fichier de logs crée avec succée début du traitement du pipeline
2026-04-22T22:03:32.710387+0000 | INFO | src.extract:20 | Début de l'extraction des données depuis la data base
2026-04-22T22:03:32.826195+0000 | INFO | src.extract:24 | testing connection !
2026-04-22T22:03:32.843921+0000 | SUCCESS | src.extract:26 | ✅ Connexion à la base de donnée éffectué avec succée
2026-04-22T22:03:32.844323+0000 | INFO | src.extract:28 | ✅ Extraction des données depuis la base reussi
2026-04-22T22:03:32.858039+0000 | INFO | src.clean_data:12 | Début du néttoyage des données brutes reçus
2026-04-22T22:03:32.860158+0000 | INFO | src.clean_data:14 | Copie des données brutes reçu effectué
2026-04-22T22:03:32.902020+0000 | INFO | src.clean_data:32 | Création du fichier csv des données propres avec succée : clean_data_ventes_janvier_22-04-2026_22-03.csv
2026-04-22T22:03:32.902817+0000 | INFO | src.features:11 | Début des features pour l'enrichissement du dataframe
2026-04-22T22:03:32.907916+0000 | INFO | src.features:30 | Fini avec les features
2026-04-22T22:03:32.908143+0000 | INFO | src.analysis.analysis_produit:12 | Début des aggrégations par produits
2026-04-22T22:03:32.913246+0000 | INFO | src.analysis.analysis_produit:29 | Aggrégations par produits éffectué avec succées
2026-04-22T22:03:32.913455+0000 | INFO | src.analysis.analysis_region:13 | Début des aggrégations par régions
2026-04-22T22:03:32.920481+0000 | INFO | src.analysis.analysis_region:30 | Aggrégations par régions éffectué avec succées
2026-04-22T22:03:32.920729+0000 | INFO | src.analysis.analysis_jours:11 | Début des aggrégations par jous
2026-04-22T22:03:32.925613+0000 | INFO | src.analysis.analysis_jours:29 | Aggrégations par jours éffectué avec succées
2026-04-22T22:03:32.926191+0000 | INFO | src.rapport_excel:16 | Lancement de la fonction de génération du rapport
2026-04-22T22:03:33.018193+0000 | INFO | src.rapport_excel:18 | Création du contexte manager et création du fichier Excel
2026-04-22T22:03:33.018800+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Brutes
2026-04-22T22:03:33.073381+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Brutes
2026-04-22T22:03:33.073701+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Brutes
2026-04-22T22:03:33.073881+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Brutes
2026-04-22T22:03:33.074031+0000 | INFO | src.rapport_excel:48 | Création de la feuille Données Néttoyées
2026-04-22T22:03:33.117292+0000 | INFO | src.rapport_excel:54 | Application de la mise en forme du header pour la feuille Données Néttoyées
2026-04-22T22:03:33.117624+0000 | INFO | src.rapport_excel:57 | Application de l'auto filtre sur la feuille Données Néttoyées
2026-04-22T22:03:33.117781+0000 | INFO | src.rapport_excel:60 | Fixation du header pour la feuille Données Néttoyées
2026-04-22T22:03:33.119528+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
2026-04-22T22:03:33.119772+0000 | INFO | src.rapport_excel:68 | Application des divers formatages pour la feuille Données Néttoyées
2026-04-22T22:03:33.120581+0000 | INFO | src.rapport_excel:67 | Calcule de la largeur des cellules automatquement
